AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress
1929,2327,Temple,Ancient Temple - Wan Chai,"Main Street, Wan Chai, Hong Kong"
1930,2325,Museum,Science Museum - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong"
1931,2325,Market,Local Bazaar - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong"
1932,2325,Museum,Science Museum - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong"
1933,2325,Market,Local Bazaar - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong"
1934,2368,Museum,Art Gallery - Maniwa,"Main Street, Maniwa, Japan"
1935,2368,Park,Wildlife Reserve - Maniwa,"Main Street, Maniwa, Japan"
1936,2368,Museum,Cultural Heritage Center - Maniwa,"Main Street, Maniwa, Japan"
1937,2368,Market,Flea Market - Maniwa,"Main Street, Maniwa, Japan"
1938,2350,Park,Wildlife Reserve - Iwakuni,"Main Street, Iwakuni, Japan"
1939,2350,Beach,Golden Sand Beach - Iwakuni,"Main Street, Iwakuni, Japan"
1940,2350,Museum,History Museum - Iwakuni,"Main Street, Iwakuni, Japan"
1941,2350,Market,Local Bazaar - Iwakuni,"Main Street, Iwakuni, Japan"
1942,2383,Beach,Crystal Bay - nyk,"Main Street, nyk, Japan"
1943,2383,Temple,Sacred Shrine - nyk,"Main Street, nyk, Japan"
1944,2383,Temple,Grand Mosque - nyk,"Main Street, nyk, Japan"
1945,2383,Market,Night Market - nyk,"Main Street, nyk, Japan"
1946,2422,Museum,Cultural Heritage Center - North Pyongan Province,"Main Street, North Pyongan Province, North Korea"
1947,2422,Temple,Cathedral - North Pyongan Province,"Main Street, North Pyongan Province, North Korea"
1948,2422,Market,Night Market - North Pyongan Province,"Main Street, North Pyongan Province, North Korea"
1949,2422,Market,Flea Market - North Pyongan Province,"Main Street, North Pyongan Province, North Korea"
1950,2450,Beach,Golden Sand Beach - Wonju,"Main Street, Wonju, South Korea"
1951,2450,Museum,Cultural Heritage Center - Wonju,"Main Street, Wonju, South Korea"
1952,2450,Temple,Ancient Temple - Wonju,"Main Street, Wonju, South Korea"
1953,2450,Temple,Ancient Temple - Wonju,"Main Street, Wonju, South Korea"
1954,2438,Park,Eco Park - Jeju,"Main Street, Jeju, South Korea"
1955,2438,Park,Wildlife Reserve - Jeju,"Main Street, Jeju, South Korea"
1956,2438,Park,Wildlife Reserve - Jeju,"Main Street, Jeju, South Korea"
1957,2438,Museum,Science Museum - Jeju,"Main Street, Jeju, South Korea"
1958,2446,Temple,Grand Mosque - South Korea,"Main Street, South Korea, South Korea"
1959,2446,Market,Local Bazaar - South Korea,"Main Street, South Korea, South Korea"
1960,2446,Museum,Science Museum - South Korea,"Main Street, South Korea, South Korea"
1961,2446,Temple,Grand Mosque - South Korea,"Main Street, South Korea, South Korea"
1962,2453,Beach,Sunset Cove - Banqiao,"Main Street, Banqiao, Taiwan"
1963,2453,Beach,Golden Sand Beach - Banqiao,"Main Street, Banqiao, Taiwan"
1964,2453,Park,Wildlife Reserve - Banqiao,"Main Street, Banqiao, Taiwan"
1965,2453,Temple,Cathedral - Banqiao,"Main Street, Banqiao, Taiwan"
1966,2470,Market,Flea Market - Taoyuan,"Main Street, Taoyuan, Taiwan"
1967,2470,Park,Wildlife Reserve - Taoyuan,"Main Street, Taoyuan, Taiwan"
1968,2470,Park,Wildlife Reserve - Taoyuan,"Main Street, Taoyuan, Taiwan"
1969,2470,Market,Night Market - Taoyuan,"Main Street, Taoyuan, Taiwan"
1970,2468,Park,Eco Park - Taipei,"Main Street, Taipei, Taiwan"
1971,2468,Beach,Crystal Bay - Taipei,"Main Street, Taipei, Taiwan"
1972,2468,Park,Wildlife Reserve - Taipei,"Main Street, Taipei, Taiwan"
1973,2468,Temple,Grand Mosque - Taipei,"Main Street, Taipei, Taiwan"
1974,2475,Market,Farmers' Market - Al Muharraq,"Main Street, Al Muharraq, Bahrain"
1975,2475,Market,Flea Market - Al Muharraq,"Main Street, Al Muharraq, Bahrain"
1976,2475,Market,Local Bazaar - Al Muharraq,"Main Street, Al Muharraq, Bahrain"
1977,2475,Temple,Ancient Temple - Al Muharraq,"Main Street, Al Muharraq, Bahrain"
1978,2478,Beach,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain"
1979,2478,Beach,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain"
1980,2478,Beach,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain"
1981,2478,Temple,Ancient Temple - Manama,"Main Street, Manama, Bahrain"
1982,2476,Museum,Science Museum - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain"
1983,2476,Park,Eco Park - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain"
1984,2476,Museum,Art Gallery - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain"
1985,2476,Temple,Ancient Temple - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain"
1986,2479,Beach,Crystal Bay - Ayia Napa,"Main Street, Ayia Napa, Cyprus"
1987,2479,Temple,Grand Mosque - Ayia Napa,"Main Street, Ayia Napa, Cyprus"
1988,2479,Park,Wildlife Reserve - Ayia Napa,"Main Street, Ayia Napa, Cyprus"
1989,2479,Museum,Art Gallery - Ayia Napa,"Main Street, Ayia Napa, Cyprus"
1990,2480,Park,Eco Park - Chloraka,"Main Street, Chloraka, Cyprus"
1991,2480,Park,Botanical Garden - Chloraka,"Main Street, Chloraka, Cyprus"
1992,2480,Museum,Cultural Heritage Center - Chloraka,"Main Street, Chloraka, Cyprus"
1993,2480,Beach,Sunset Cove - Chloraka,"Main Street, Chloraka, Cyprus"
1994,2484,Museum,Cultural Heritage Center - Kouklia,"Main Street, Kouklia, Cyprus"
1995,2484,Museum,Cultural Heritage Center - Kouklia,"Main Street, Kouklia, Cyprus"
1996,2484,Temple,Sacred Shrine - Kouklia,"Main Street, Kouklia, Cyprus"
1997,2484,Temple,Cathedral - Kouklia,"Main Street, Kouklia, Cyprus"
1998,2495,Market,Flea Market - Iran,"Main Street, Iran, Iran"
1999,2495,Beach,Crystal Bay - Iran,"Main Street, Iran, Iran"
2000,2495,Park,Wildlife Reserve - Iran,"Main Street, Iran, Iran"
2001,2495,Market,Farmers' Market - Iran,"Main Street, Iran, Iran"
2002,2496,Museum,Cultural Heritage Center - Isfahan,"Main Street, Isfahan, Iran"
2003,2496,Beach,Sunset Cove - Isfahan,"Main Street, Isfahan, Iran"
2004,2496,Beach,Crystal Bay - Isfahan,"Main Street, Isfahan, Iran"
2005,2496,Temple,Cathedral - Isfahan,"Main Street, Isfahan, Iran"
2006,2503,Park,Wildlife Reserve - Now Shahr,"Main Street, Now Shahr, Iran"
2007,2503,Museum,Cultural Heritage Center - Now Shahr,"Main Street, Now Shahr, Iran"
2008,2503,Museum,Science Museum - Now Shahr,"Main Street, Now Shahr, Iran"
2009,2503,Museum,Cultural Heritage Center - Now Shahr,"Main Street, Now Shahr, Iran"
2010,2514,Museum,Cultural Heritage Center - Baghdad,"Main Street, Baghdad, Iraq"
2011,2514,Museum,Cultural Heritage Center - Baghdad,"Main Street, Baghdad, Iraq"
2012,2514,Market,Night Market - Baghdad,"Main Street, Baghdad, Iraq"
2013,2514,Museum,History Museum - Baghdad,"Main Street, Baghdad, Iraq"
2014,2516,Beach,Crystal Bay - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq"
2015,2516,Beach,Paradise Beach - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq"
2016,2516,Park,National Park - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq"
2017,2516,Market,Farmers' Market - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq"
2018,2513,Market,Flea Market - Bagdad,"Main Street, Bagdad, Iraq"
2019,2513,Beach,Golden Sand Beach - Bagdad,"Main Street, Bagdad, Iraq"
2020,2513,Temple,Cathedral - Bagdad,"Main Street, Bagdad, Iraq"
2021,2513,Temple,Cathedral - Bagdad,"Main Street, Bagdad, Iraq"
2022,2517,Market,Flea Market - Batzra,"Main Street, Batzra, Israel"
2023,2517,Museum,Science Museum - Batzra,"Main Street, Batzra, Israel"
2024,2517,Beach,Golden Sand Beach - Batzra,"Main Street, Batzra, Israel"
2025,2517,Beach,Crystal Bay - Batzra,"Main Street, Batzra, Israel"
2026,2518,Beach,Sunset Cove - Beit She'an,"Main Street, Beit She'an, Israel"
2027,2518,Beach,Paradise Beach - Beit She'an,"Main Street, Beit She'an, Israel"
2028,2518,Park,National Park - Beit She'an,"Main Street, Beit She'an, Israel"
2029,2518,Market,Farmers' Market - Beit She'an,"Main Street, Beit She'an, Israel"
2030,2522,Museum,Science Museum - Israel,"Main Street, Israel, Israel"
2031,2522,Park,Botanical Garden - Israel,"Main Street, Israel, Israel"
2032,2522,Park,National Park - Israel,"Main Street, Israel, Israel"
2033,2522,Museum,Science Museum - Israel,"Main Street, Israel, Israel"
2034,2534,Beach,Golden Sand Beach - Amman,"Main Street, Amman, Jordan"
2035,2534,Museum,Art Gallery - Amman,"Main Street, Amman, Jordan"
2036,2534,Park,Wildlife Reserve - Amman,"Main Street, Amman, Jordan"
2037,2534,Museum,Science Museum - Amman,"Main Street, Amman, Jordan"
2038,2536,Market,Flea Market - Jordan,"Main Street, Jordan, Jordan"
2039,2536,Museum,Cultural Heritage Center - Jordan,"Main Street, Jordan, Jordan"
2040,2536,Market,Local Bazaar - Jordan,"Main Street, Jordan, Jordan"
2041,2536,Temple,Ancient Temple - Jordan,"Main Street, Jordan, Jordan"
2042,2533,Museum,Science Museum - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan"
2043,2533,Temple,Grand Mosque - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan"
2044,2533,Museum,Science Museum - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan"
2045,2533,Temple,Cathedral - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan"
2046,2537,Beach,Crystal Bay - Kuwait,"Main Street, Kuwait, Kuwait"
2047,2537,Market,Night Market - Kuwait,"Main Street, Kuwait, Kuwait"
2048,2537,Museum,Science Museum - Kuwait,"Main Street, Kuwait, Kuwait"
2049,2537,Market,Night Market - Kuwait,"Main Street, Kuwait, Kuwait"
2050,2538,Temple,Grand Mosque - Kuwait City,"Main Street, Kuwait City, Kuwait"
2051,2538,Museum,History Museum - Kuwait City,"Main Street, Kuwait City, Kuwait"
2052,2538,Market,Night Market - Kuwait City,"Main Street, Kuwait City, Kuwait"
2053,2538,Beach,Golden Sand Beach - Kuwait City,"Main Street, Kuwait City, Kuwait"
2054,2542,Temple,Cathedral - Salwa,"Main Street, Salwa, Kuwait"
2055,2542,Market,Flea Market - Salwa,"Main Street, Salwa, Kuwait"
2056,2542,Beach,Golden Sand Beach - Salwa,"Main Street, Salwa, Kuwait"
2057,2542,Temple,Ancient Temple - Salwa,"Main Street, Salwa, Kuwait"
2058,2543,Beach,Paradise Beach - Bchamoun,"Main Street, Bchamoun, Lebanon"
2059,2543,Park,National Park - Bchamoun,"Main Street, Bchamoun, Lebanon"
2060,2543,Temple,Cathedral - Bchamoun,"Main Street, Bchamoun, Lebanon"
2061,2543,Beach,Paradise Beach - Bchamoun,"Main Street, Bchamoun, Lebanon"
2062,2544,Beach,Golden Sand Beach - Beirut,"Main Street, Beirut, Lebanon"
2063,2544,Museum,Art Gallery - Beirut,"Main Street, Beirut, Lebanon"
2064,2544,Beach,Sunset Cove - Beirut,"Main Street, Beirut, Lebanon"
2065,2544,Museum,Cultural Heritage Center - Beirut,"Main Street, Beirut, Lebanon"
2066,2548,Market,Flea Market - Tripoli,"Main Street, Tripoli, Lebanon"
2067,2548,Market,Local Bazaar - Tripoli,"Main Street, Tripoli, Lebanon"
2068,2548,Market,Local Bazaar - Tripoli,"Main Street, Tripoli, Lebanon"
2069,2548,Temple,Sacred Shrine - Tripoli,"Main Street, Tripoli, Lebanon"
2070,2549,Market,Local Bazaar - Tripoli,"Main Street, Tripoli, Libya"
2071,2549,Museum,Art Gallery - Tripoli,"Main Street, Tripoli, Libya"
2072,2549,Beach,Paradise Beach - Tripoli,"Main Street, Tripoli, Libya"
2073,2549,Museum,History Museum - Tripoli,"Main Street, Tripoli, Libya"
2074,2551,Temple,Sacred Shrine - Muscat Governorate,"Main Street, Muscat Governorate, Oman"
2075,2551,Market,Local Bazaar - Muscat Governorate,"Main Street, Muscat Governorate, Oman"
2076,2551,Museum,Art Gallery - Muscat Governorate,"Main Street, Muscat Governorate, Oman"
2077,2551,Market,Night Market - Muscat Governorate,"Main Street, Muscat Governorate, Oman"
2078,2555,Park,National Park - Seeb,"Main Street, Seeb, Oman"
2079,2555,Museum,History Museum - Seeb,"Main Street, Seeb, Oman"
2080,2555,Park,Wildlife Reserve - Seeb,"Main Street, Seeb, Oman"
2081,2555,Museum,Cultural Heritage Center - Seeb,"Main Street, Seeb, Oman"
2082,2550,Beach,Crystal Bay - Muscat,"Main Street, Muscat, Oman"
2083,2550,Temple,Sacred Shrine - Muscat,"Main Street, Muscat, Oman"
2084,2550,Market,Flea Market - Muscat,"Main Street, Muscat, Oman"
2085,2550,Park,Wildlife Reserve - Muscat,"Main Street, Muscat, Oman"
2086,2559,Temple,Cathedral - Jericho,"Main Street, Jericho, Palestine"
2087,2559,Museum,History Museum - Jericho,"Main Street, Jericho, Palestine"
2088,2559,Temple,Grand Mosque - Jericho,"Main Street, Jericho, Palestine"
2089,2559,Beach,Crystal Bay - Jericho,"Main Street, Jericho, Palestine"
2090,2561,Beach,Crystal Bay - West Bank,"Main Street, West Bank, Palestine"
2091,2561,Beach,Crystal Bay - West Bank,"Main Street, West Bank, Palestine"
2092,2561,Beach,Paradise Beach - West Bank,"Main Street, West Bank, Palestine"
2093,2561,Park,Botanical Garden - West Bank,"Main Street, West Bank, Palestine"
2094,2558,Museum,History Museum - Hebron,"Main Street, Hebron, Palestine"
2095,2558,Temple,Sacred Shrine - Hebron,"Main Street, Hebron, Palestine"
2096,2558,Museum,Cultural Heritage Center - Hebron,"Main Street, Hebron, Palestine"
2097,2558,Market,Farmers' Market - Hebron,"Main Street, Hebron, Palestine"
2098,2563,Market,Night Market - Al-Rayyan,"Main Street, Al-Rayyan, Qatar"
2099,2563,Market,Night Market - Al-Rayyan,"Main Street, Al-Rayyan, Qatar"
2100,2563,Beach,Golden Sand Beach - Al-Rayyan,"Main Street, Al-Rayyan, Qatar"
2101,2563,Temple,Cathedral - Al-Rayyan,"Main Street, Al-Rayyan, Qatar"
2102,2566,Temple,Ancient Temple - Qatar,"Main Street, Qatar, Qatar"
2103,2566,Museum,History Museum - Qatar,"Main Street, Qatar, Qatar"
2104,2566,Museum,Art Gallery - Qatar,"Main Street, Qatar, Qatar"
2105,2566,Museum,Cultural Heritage Center - Qatar,"Main Street, Qatar, Qatar"
2106,2564,Museum,Art Gallery - Doha,"Main Street, Doha, Qatar"
2107,2564,Temple,Cathedral - Doha,"Main Street, Doha, Qatar"
2108,2564,Market,Farmers' Market - Doha,"Main Street, Doha, Qatar"
2109,2564,Museum,History Museum - Doha,"Main Street, Doha, Qatar"
2110,2582,Park,Botanical Garden - Medina,"Main Street, Medina, Saudi Arabia"
2111,2582,Temple,Cathedral - Medina,"Main Street, Medina, Saudi Arabia"
2112,2582,Park,Wildlife Reserve - Medina,"Main Street, Medina, Saudi Arabia"
2113,2582,Beach,Paradise Beach - Medina,"Main Street, Medina, Saudi Arabia"
2114,2576,Beach,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia"
2115,2576,Beach,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia"
2116,2576,Park,Wildlife Reserve - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia"
2117,2576,Beach,Sunset Cove - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia"
2118,2567,Market,Local Bazaar - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia"
2119,2567,Beach,Paradise Beach - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia"
2120,2567,Temple,Grand Mosque - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia"
2121,2567,Beach,Paradise Beach - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia"
2122,2598,Park,Wildlife Reserve - Bursa,"Main Street, Bursa, Turkey"
2123,2598,Beach,Crystal Bay - Bursa,"Main Street, Bursa, Turkey"
2124,2598,Park,Botanical Garden - Bursa,"Main Street, Bursa, Turkey"
2125,2598,Market,Local Bazaar - Bursa,"Main Street, Bursa, Turkey"
2126,2603,Temple,Ancient Temple - Goreme,"Main Street, Goreme, Turkey"
2127,2603,Temple,Ancient Temple - Goreme,"Main Street, Goreme, Turkey"
2128,2603,Market,Flea Market - Goreme,"Main Street, Goreme, Turkey"
2129,2603,Beach,Paradise Beach - Goreme,"Main Street, Goreme, Turkey"
2130,2599,Museum,Art Gallery - Datca,"Main Street, Datca, Turkey"
2131,2599,Museum,Art Gallery - Datca,"Main Street, Datca, Turkey"
2132,2599,Beach,Crystal Bay - Datca,"Main Street, Datca, Turkey"
2133,2599,Park,Eco Park - Datca,"Main Street, Datca, Turkey"
2134,2625,Park,National Park - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates"
2135,2625,Museum,History Museum - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates"
2136,2625,Temple,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates"
2137,2625,Temple,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates"
2138,2633,Beach,Paradise Beach - Riverland,"Main Street, Riverland, United Arab Emirates"
2139,2633,Temple,Grand Mosque - Riverland,"Main Street, Riverland, United Arab Emirates"
2140,2633,Temple,Cathedral - Riverland,"Main Street, Riverland, United Arab Emirates"
2141,2633,Museum,History Museum - Riverland,"Main Street, Riverland, United Arab Emirates"
2142,2617,Market,Night Market - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates"
2143,2617,Park,Botanical Garden - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates"
2144,2617,Museum,Cultural Heritage Center - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates"
2145,2617,Temple,Sacred Shrine - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates"
2146,2642,Museum,Science Museum - Kabul,"Main Street, Kabul, Afghanistan"
2147,2642,Beach,Paradise Beach - Kabul,"Main Street, Kabul, Afghanistan"
2148,2642,Museum,Science Museum - Kabul,"Main Street, Kabul, Afghanistan"
2149,2642,Park,National Park - Kabul,"Main Street, Kabul, Afghanistan"
2150,2641,Park,Eco Park - Bagram,"Main Street, Bagram, Afghanistan"
2151,2641,Market,Night Market - Bagram,"Main Street, Bagram, Afghanistan"
2152,2641,Park,Eco Park - Bagram,"Main Street, Bagram, Afghanistan"
2153,2641,Beach,Crystal Bay - Bagram,"Main Street, Bagram, Afghanistan"
2154,2643,Beach,Golden Sand Beach - Bangladesh,"Main Street, Bangladesh, Bangladesh"
2155,2643,Temple,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh"
2156,2643,Temple,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh"
2157,2643,Park,National Park - Bangladesh,"Main Street, Bangladesh, Bangladesh"
2158,2644,Park,Eco Park - Barisal Division,"Main Street, Barisal Division, Bangladesh"
2159,2644,Beach,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh"
2160,2644,Beach,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh"
2161,2644,Museum,Science Museum - Barisal Division,"Main Street, Barisal Division, Bangladesh"
2162,2648,Temple,Ancient Temple - Dhaka City,"Main Street, Dhaka City, Bangladesh"
2163,2648,Museum,Cultural Heritage Center - Dhaka City,"Main Street, Dhaka City, Bangladesh"
2164,2648,Museum,History Museum - Dhaka City,"Main Street, Dhaka City, Bangladesh"
2165,2648,Temple,Sacred Shrine - Dhaka City,"Main Street, Dhaka City, Bangladesh"
2166,2661,Beach,Crystal Bay - Thimphu,"Main Street, Thimphu, Bhutan"
2167,2661,Beach,Paradise Beach - Thimphu,"Main Street, Thimphu, Bhutan"
2168,2661,Park,Eco Park - Thimphu,"Main Street, Thimphu, Bhutan"
2169,2661,Temple,Sacred Shrine - Thimphu,"Main Street, Thimphu, Bhutan"
2170,2660,Museum,Cultural Heritage Center - Paro,"Main Street, Paro, Bhutan"
2171,2660,Temple,Sacred Shrine - Paro,"Main Street, Paro, Bhutan"
2172,2660,Park,Wildlife Reserve - Paro,"Main Street, Paro, Bhutan"
2173,2660,Park,National Park - Paro,"Main Street, Paro, Bhutan"
2174,2777,Beach,Paradise Beach - Kasauli,"Main Street, Kasauli, India"
2175,2777,Temple,Grand Mosque - Kasauli,"Main Street, Kasauli, India"
2176,2777,Beach,Golden Sand Beach - Kasauli,"Main Street, Kasauli, India"
2177,2777,Beach,Crystal Bay - Kasauli,"Main Street, Kasauli, India"
2178,2782,Market,Local Bazaar - Kochi,"Main Street, Kochi, India"
2179,2782,Park,Wildlife Reserve - Kochi,"Main Street, Kochi, India"
2180,2782,Temple,Cathedral - Kochi,"Main Street, Kochi, India"
2181,2782,Market,Local Bazaar - Kochi,"Main Street, Kochi, India"
2182,2921,Market,Flea Market - Warangal,"Main Street, Warangal, India"
2183,2921,Park,Wildlife Reserve - Warangal,"Main Street, Warangal, India"
2184,2921,Beach,Crystal Bay - Warangal,"Main Street, Warangal, India"
2185,2921,Museum,Cultural Heritage Center - Warangal,"Main Street, Warangal, India"
2186,2930,Museum,Cultural Heritage Center - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives"
2187,2930,Park,National Park - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives"
2188,2930,Park,Eco Park - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives"
2189,2930,Museum,Science Museum - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives"
2190,2925,Temple,Ancient Temple - Addu City,"Main Street, Addu City, Maldives"
2191,2925,Temple,Grand Mosque - Addu City,"Main Street, Addu City, Maldives"
2192,2925,Market,Night Market - Addu City,"Main Street, Addu City, Maldives"
2193,2925,Museum,Art Gallery - Addu City,"Main Street, Addu City, Maldives"
2194,2934,Beach,Crystal Bay - Male,"Main Street, Male, Maldives"
2195,2934,Park,Wildlife Reserve - Male,"Main Street, Male, Maldives"
2196,2934,Temple,Cathedral - Male,"Main Street, Male, Maldives"
2197,2934,Beach,Paradise Beach - Male,"Main Street, Male, Maldives"
2198,2936,Market,Flea Market - Bhaktapur,"Main Street, Bhaktapur, Nepal"
2199,2936,Museum,Art Gallery - Bhaktapur,"Main Street, Bhaktapur, Nepal"
2200,2936,Market,Local Bazaar - Bhaktapur,"Main Street, Bhaktapur, Nepal"
2201,2936,Park,Eco Park - Bhaktapur,"Main Street, Bhaktapur, Nepal"
2202,2937,Temple,Ancient Temple - Dharan,"Main Street, Dharan, Nepal"
2203,2937,Park,National Park - Dharan,"Main Street, Dharan, Nepal"
2204,2937,Temple,Sacred Shrine - Dharan,"Main Street, Dharan, Nepal"
2205,2937,Museum,Science Museum - Dharan,"Main Street, Dharan, Nepal"
2206,2941,Museum,Science Museum - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal"
2207,2941,Temple,Grand Mosque - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal"
2208,2941,Market,Flea Market - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal"
2209,2941,Beach,Paradise Beach - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal"
2210,2950,Park,National Park - Sahiwal,"Main Street, Sahiwal, Pakistan"
2211,2950,Beach,Crystal Bay - Sahiwal,"Main Street, Sahiwal, Pakistan"
2212,2950,Museum,History Museum - Sahiwal,"Main Street, Sahiwal, Pakistan"
2213,2950,Temple,Cathedral - Sahiwal,"Main Street, Sahiwal, Pakistan"
2214,2944,Beach,Golden Sand Beach - Hyderabad,"Main Street, Hyderabad, Pakistan"
2215,2944,Temple,Cathedral - Hyderabad,"Main Street, Hyderabad, Pakistan"
2216,2944,Beach,Paradise Beach - Hyderabad,"Main Street, Hyderabad, Pakistan"
2217,2944,Beach,Crystal Bay - Hyderabad,"Main Street, Hyderabad, Pakistan"
2218,2948,Park,Botanical Garden - Lahore,"Main Street, Lahore, Pakistan"
2219,2948,Museum,History Museum - Lahore,"Main Street, Lahore, Pakistan"
2220,2948,Market,Local Bazaar - Lahore,"Main Street, Lahore, Pakistan"
2221,2948,Museum,Science Museum - Lahore,"Main Street, Lahore, Pakistan"
2222,2979,Museum,Cultural Heritage Center - Unawatuna,"Main Street, Unawatuna, Sri Lanka"
2223,2979,Museum,History Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka"
2224,2979,Museum,Science Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka"
2225,2979,Beach,Golden Sand Beach - Unawatuna,"Main Street, Unawatuna, Sri Lanka"
2226,2968,Market,Night Market - Maharagama,"Main Street, Maharagama, Sri Lanka"
2227,2968,Temple,Sacred Shrine - Maharagama,"Main Street, Maharagama, Sri Lanka"
2228,2968,Market,Flea Market - Maharagama,"Main Street, Maharagama, Sri Lanka"
2229,2968,Museum,History Museum - Maharagama,"Main Street, Maharagama, Sri Lanka"
2230,2964,Temple,Grand Mosque - Jaffna,"Main Street, Jaffna, Sri Lanka"
2231,2964,Park,Botanical Garden - Jaffna,"Main Street, Jaffna, Sri Lanka"
2232,2964,Temple,Cathedral - Jaffna,"Main Street, Jaffna, Sri Lanka"
2233,2964,Beach,Paradise Beach - Jaffna,"Main Street, Jaffna, Sri Lanka"
2234,2988,Museum,Art Gallery - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam"
2235,2988,Museum,History Museum - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam"
2236,2988,Temple,Cathedral - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam"
2237,2988,Park,Wildlife Reserve - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam"
2238,2982,Beach,Golden Sand Beach - Brunei,"Main Street, Brunei, Brunei Darussalam"
2239,2982,Temple,Sacred Shrine - Brunei,"Main Street, Brunei, Brunei Darussalam"
2240,2982,Park,Wildlife Reserve - Brunei,"Main Street, Brunei, Brunei Darussalam"
2241,2982,Market,Local Bazaar - Brunei,"Main Street, Brunei, Brunei Darussalam"
2242,2986,Temple,Grand Mosque - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam"
2243,2986,Museum,History Museum - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam"
2244,2986,Beach,Golden Sand Beach - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam"
2245,2986,Beach,Paradise Beach - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam"
2246,2997,Beach,Sunset Cove - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia"
2247,2997,Market,Flea Market - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia"
2248,2997,Temple,Ancient Temple - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia"
2249,2997,Park,Wildlife Reserve - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia"
2250,2991,Park,National Park - Cambodia,"Main Street, Cambodia, Cambodia"
2251,2991,Museum,Art Gallery - Cambodia,"Main Street, Cambodia, Cambodia"
2252,2991,Temple,Sacred Shrine - Cambodia,"Main Street, Cambodia, Cambodia"
2253,2991,Temple,Cathedral - Cambodia,"Main Street, Cambodia, Cambodia"
